2020_rank,name,2020_net_worth,2020_age,2020_country,2020_source,2020_broad_source
1513,maurizio billi,1.4,62,brazil,generic drugs,healthcare
1513,sanjit biswas,1.4,38,united states,sensor systems,technology
1513,david booth,1.4,74,united states,mutual funds,finance & investments
1513,peter buck,1.4,89,united states,subway sandwich shops,food & beverage
1513,nikolai buinov,1.4,52,russia,oil,gas
1513,nicola bulgari,1.4,79,italy,luxury goods,fashion & retail
1513,ron burkle,1.4,67,united states,supermarkets,investments
1513,saket burman,1.4,43,united kingdom,consumer goods,food & beverage
1513,steve case,1.4,61,united states,aol,technology
1513,binod chaudhary,1.4,64,nepal,diversified,diversified
1513,vivien chen,1.4,61,hong kong,real estate,real estate
1513,robert coyiuto jr,1.4,67,philippines,power,
1513,deng yingzhong,1.4,69,china,papers,manufacturing
1513,norbert dentressangle,1.4,65,france,transport,logistics
1513,bharat desai,1.4,67,united states,it consulting,technology
1513,beda diethelm,1.4,79,switzerland,hearing aids,healthcare
1513,isabel dos santos,1.4,46,angola,banking,investments
1513,james duff,1.4,59,united states,tires,diversified
1513,thomas duff,1.4,63,united states,tires,diversified
1513,gary fegel,1.4,46,switzerland,commodities,investments
1513,kathy fields,1.4,61,united states,skin care,fashion & retail
1513,paul foster,1.4,62,united states,oil refining,energy
1513,luis frias,1.4,57,brazil,mobile payments,technology
1513,fu kwan,1.4,62,china,real estate,diversified
1513,dennis gillings,1.4,75,united kingdom,drug testing,healthcare
1513,serge godin,1.4,70,canada,information technology,technology
1513,sanjiv goenka,1.4,59,india,diversified,diversified
1513,sue gross,1.4,70,united states,investments,finance & investments
1513,maggie hardy knox,1.4,54,united states,building materials,service
1513,david hindawi,1.4,75,united states,software,technology
1513,hu kaijun,1.4,58,china,pharmaceuticals,healthcare
1513,w. herbert hunt,1.4,91,united states,oil,energy
1513,hal jackman,1.4,87,canada,insurance,investments
1513,hamilton james,1.4,68,united states,investments,finance & investments
1513,george joseph,1.4,98,united states,insurance,finance & investments
1513,scott kapnick,1.4,61,united states,private equity,finance & investments
1513,osman kibar,1.4,49,united states,biotech,healthcare
1513,suna kirac,1.4,78,turkey,diversified,diversified
1513,leo koguan,1.4,65,united states,it provider,technology
1513,pyotr kondrashev,1.4,70,russia,investments,manufacturing
1513,philippe laffont,1.4,52,united states,hedge fund,finance & investments
1513,manuel lao hernandez,1.4,75,spain,casinos,gambling & casinos
1513,louis le duff,1.4,73,france,bakeries,food & beverage
1513,lee ho-jin,1.4,57,south korea,diversified,diversified
1513,lei jufang,1.4,67,china,pharmaceuticals,healthcare
1513,theodore leonsis,1.4,64,united states,sports teams,sports
1513,li chunan,1.4,51,china,renewable energy,manufacturing
1513,k.c. liu,1.4,66,taiwan,manufacturing,technology
1513,anatoly lomakin,1.4,67,russia,investments,metals & mining
1513,billy joe (red) mccombs,1.4,92,united states,real estate,oil
1513,willy michel,1.4,73,switzerland,medical devices,healthcare
1513,massimo moratti,1.4,74,italy,oil refinery,energy
1513,toshio motoya,1.4,76,japan,hotels,service
1513,patrice motsepe,1.4,58,south africa,mining,metals & mining
1513,eugene murtagh,1.4,77,ireland,building materials,manufacturing
1513,marius nacht,1.4,54,israel,software,technology
1513,nandan nilekani,1.4,64,india,software services,technology
1513,eren ozmen,1.4,61,united states,aerospace,manufacturing
1513,fatih ozmen,1.4,62,united states,aerospace,manufacturing
1513,ajay parekh,1.4,62,india,adhesives,manufacturing
1513,narendrakumar parekh,1.4,81,india,adhesives,manufacturing
1513,pierre karl péladeau,1.4,58,canada,media,media & entertainment
1513,pu zhongjie & family,1.4,57,china,medical equipment,healthcare
1513,qian ying,1.4,54,china,pig breeding,food & beverage
1513,qiu jianping & family,1.4,58,china,hand tools,manufacturing
1513,p.v. ramprasad reddy,1.4,62,india,pharmaceuticals,healthcare
1513,katie rodan,1.4,64,united states,skin care,fashion & retail
1513,hussain sajwani,1.4,67,united arab emirates,real estate,real estate
1513,karin schick,1.4,,germany,information technology,technology
1513,arnout schuijff,1.4,52,netherlands,payments software,technology
1513,shao qinxiang,1.4,65,china,diversified,manufacturing
1513,prachak tangkaravakoon,1.4,76,thailand,paints,manufacturing
1513,david teoh & family,1.4,64,australia,telecom,telecom
1513,jonathan tisch,1.4,66,united states,insurance,nfl team
1513,pavel tykac,1.4,55,czechia,coal mines,metals & mining
1513,wang jianfeng & family,1.4,50,china,auto parts,automotive
1513,wang jilei,1.4,55,china,logistics,logistics
1513,wang ren-sheng,1.4,88,taiwan,retail,fashion & retail
1513,chris wanstrath,1.4,35,united states,software,technology
1513,stephen winn,1.4,73,united states,real estate services,real estate
1513,elaine wynn,1.4,77,united states,casinos,hotels
1513,swift xie,1.4,40,china,drones,technology
1513,jane yan & family,1.4,50,china,software,technology
1513,yang erzhu,1.4,69,china,real estate,real estate
1513,yuan fugen & family,1.4,69,china,metal processing,manufacturing
1513,david zalik,1.4,46,united states,financial technology,technology
1513,clayton zekelman,1.4,51,canada,steel,manufacturing
1513,zhang yuanlin,1.4,44,china,real estate,real estate
1613,antti aarnio-wihuri,1.3,80,finland,diversified,diversified
1613,rajendra agarwal,1.3,61,india,pharmaceuticals,healthcare
1613,kutayba alghanim,1.3,74,kuwait,diversified,diversified
1613,roberto angelini rossi,1.3,71,chile,forestry,mining
1613,mika anttonen,1.3,53,finland,oil & gas,energy
1613,carlos ardila lülle,1.3,89,colombia,soft drinks,diversified
1613,lesley bamberger,1.3,54,netherlands,real estate,real estate
1613,elena baturina,1.3,57,russia,investments,real estate
1613,banwarilal bawri,1.3,67,india,pharmaceuticals,healthcare
1613,girdharilal bawri,1.3,72,india,pharmaceuticals,healthcare
1613,wilhelm beier & family,1.3,63,germany,pharmaceuticals,healthcare
1613,vladimir bogdanov,1.3,68,russia,oil,energy
1613,ana maria brescia cafferata,1.3,95,peru,mining,banking
1613,paolo bulgari,1.3,82,italy,luxury goods,fashion & retail
1613,amit burman,1.3,50,india,consumer goods,food & beverage
1613,chao teng-hsiung,1.3,75,taiwan,real estate,real estate
1613,cheng lili,1.3,55,china,poultry breeding,food & beverage
1613,chin jong hwa,1.3,61,taiwan,auto parts,automotive
1613,daniel chiu,1.3,59,hong kong,oil & gas,energy
1613,turgay ciner,1.3,64,turkey,diversified,diversified
1613,jack cockwell,1.3,79,canada,real estate,private equity
1613,jim crane,1.3,66,united states,logistics,baseball
1613,brunello cucinelli & family,1.3,66,italy,fashion,fashion & retail
1613,alexandra daitch,1.3,57,united states,cargill,food & beverage
1613,sol daurella,1.3,54,spain,coca-cola,food & beverage
1613,darwin deason,1.3,79,united states,xerox,service
1613,daniel dines,1.3,48,romania,software,technology
1613,deng hui & family,1.3,57,united states,software,technology
1613,david harding,1.3,58,united kingdom,finance,finance & investments
1613,ayman hariri,1.3,41,lebanon,construction,investments
1613,ilkka herlin,1.3,61,finland,elevators,escalators
1613,ilona herlin,1.3,55,finland,elevators,escalators
1613,niranjan hiranandani,1.3,70,india,real estate,real estate
1613,drew houston,1.3,37,united states,cloud storage service,technology
1613,hong jie,1.3,52,china,paint,manufacturing
1613,hu gengxi & family,1.3,56,china,bio-pharma,healthcare
1613,b. wayne hughes jr,1.3,59,united states,storage facilities,
1613,hu yangzhong,1.3,55,china,technology,technology
1613,archie hwang,1.3,67,taiwan,semiconductors,technology
1613,jiang xuefei & family,1.3,50,china,printed circuit boards,technology
1613,alexander karp,1.3,52,united states,software firm,technology
1613,eugene kaspersky,1.3,54,russia,software,technology
1613,ke xiping & family,1.3,59,china,investments,diversified
1613,sidney kimmel,1.3,92,united states,retail,fashion & retail
1613,jim koch,1.3,70,united states,beer,food & beverage
1613,koon poh keong,1.3,58,malaysia,aluminum,manufacturing
1613,michael krasny,1.3,66,united states,retail,technology
1613,sebastian kulczyk,1.3,39,poland,diversified,finance & investments
1613,kwek leng peck,1.3,64,singapore,diversified,diversified
1613,frank laukien,1.3,60,united states,scientific equipment,manufacturing
1613,manfredi lefebvre d'ovidio,1.3,66,italy,cruises,service
1613,peter leibinger,1.3,53,germany,machine tools,manufacturing
1613,regine leibinger,1.3,57,germany,machine tools,manufacturing
1613,li fengluan,1.3,58,china,steel,diversified
1613,li tan,1.3,55,china,pharmaceuticals,healthcare
1613,lim oon kuin,1.3,76,singapore,oil trading,energy
1613,lim wee chai,1.3,62,malaysia,rubber gloves,manufacturing
1613,louise lindh,1.3,40,sweden,investments,diversified
1613,liu yachao,1.3,39,china,education,service
1613,ma fei,1.3,52,china,electronics components,technology
1613,melissa ma,1.3,50,china,internet search,technology
1613,duncan macmillan,1.3,82,united states,bloomberg lp,finance & investments
1613,sarah macmillan,1.3,66,united states,cargill,food & beverage
1613,kishore mariwala,1.3,85,india,consumer goods,food & beverage
1613,john martin,1.3,68,united states,pharmaceuticals,healthcare
1613,terence (terry) matthews,1.3,77,canada,telecom,telecom
1613,lachhman das mittal,1.3,89,india,tractors,automotive
1613,mario moretti polegato & family,1.3,67,italy,shoes,fashion & retail
1613,yoshiko mori,1.3,79,japan,real estate,real estate
1613,craig newmark,1.3,67,united states,craigslist,technology
1613,oei hong leong,1.3,72,singapore,investments,finance & investments
1613,kazuo okada & family,1.3,77,japan,casinos,gambling & casinos
1613,erik paulsson & family,1.3,78,sweden,construction,real estate
1613,victor pinchuk,1.3,59,ukraine,steel pipes,diversified
1613,heloise pratt,1.3,57,australia,manufacturing,investment
1613,fernando roig,1.3,72,spain,supermarkets,fashion & retail
1613,alexander rovt,1.3,67,united states,fertilizer,real estate
1613,ruan hongliang & family,1.3,59,china,glass,manufacturing
1613,subhash runwal,1.3,76,india,real estate,real estate
1613,lily safra,1.3,82,monaco,banking,finance & investments
1613,alvaro saieh bendeck,1.3,70,chile,banking,finance & investments
1613,steven sarowitz,1.3,54,united states,payroll software,technology
1613,shi yuzhu,1.3,57,china,online games,investments
1613,vlad shmunis,1.3,59,united states,cloud technology,technology
1613,alberto siccardi & family,1.3,75,switzerland,medical devices,healthcare
1613,jasminder singh & family,1.3,69,united kingdom,hotels,real estate
1613,ryan smith,1.3,41,united states,cloud computing,technology
1613,stephen smith,1.3,68,canada,finance and investments,finance & investments
1613,peter spuhler,1.3,60,switzerland,train cars,manufacturing
1613,lucy stitzer,1.3,60,united states,cargill,food & beverage
1613,william stone,1.3,64,united states,software,technology
1613,petter stordalen & family,1.3,57,norway,hotels,service
1613,kevin systrom,1.3,36,united states,instagram,technology
1613,alain taravella,1.3,72,france,real estate development,real estate
1613,roman trotsenko,1.3,49,russia,transport,engineering
1613,kenneth tuchman,1.3,60,united states,outsourcing,service
1613,sunny varkey,1.3,62,india,education,service
1613,shamsheer vayalil,1.3,43,india,healthcare,healthcare
1613,anna katharina viessmann,1.3,,germany,heating and cooling equipment,manufacturing
1613,wang junmin,1.3,51,china,pharmaceuticals,healthcare
1613,wen pengcheng & family,1.3,57,china,agribusiness,food & beverage
1613,wong kwong yu & family,1.3,50,china,retail,fashion & retail
1613,wu kaiting,1.3,50,hong kong,electronics,telecom
1613,xiang guangming & family,1.3,56,china,waste disposal,manufacturing
1613,xie juhua & family,1.3,69,china,pharmaceuticals,healthcare
1613,ken xie,1.3,57,united states,cybersecurity,technology
1613,xiu laigui,1.3,65,china,pharmaceuticals,healthcare
1613,yang shaopeng,1.3,62,china,shipping,logistics
1613,ye cheng,1.3,58,china,conglomerate,diversified
1613,zhang keqiang,1.3,59,china,real estate,real estate
1613,zhang wanzhen,1.3,70,china,electronics components,manufacturing
1613,zhang xiaojuan,1.3,50,china,logistics,logistics
1613,zhang xuanning,1.3,49,china,retail,fashion & retail
1613,zhang yin,1.3,63,china,paper manufacturing,manufacturing
1613,zhou chengjian,1.3,54,china,fashion retail,fashion & retail
1613,zhu yiming,1.3,47,china,semiconductors,technology
1613,anita zucker,1.3,68,united states,chemicals,manufacturing
1730,faisal bin qassim al thani,1.2,72,qatar,hotels,diversified
1730,joao alves de queiroz filho,1.2,67,brazil,pharmaceuticals,diversified
1730,marc andreessen,1.2,48,united states,venture capital investing,finance & investments
1730,mehmet aydinlar,1.2,63,turkey,hospitals,healthcare
1730,thomas bailey,1.2,83,united states,money management,finance & investments
1730,sachin bansal,1.2,38,india,flipkart,fashion & retail
1730,pavel baudis,1.2,59,czechia,software,technology
1730,sanjeev bikhchandani,1.2,56,india,internet,technology
1730,mike bingle,1.2,47,united states,private equity,finance & investments
1730,henadiy boholyubov,1.2,58,ukraine,banking,investments
1730,bernhard braun-luedicke,1.2,43,germany,medical technology,healthcare
1730,eva maria braun-luedicke,1.2,33,germany,medical technology,healthcare
1730,friederike braun-luedicke,1.2,36,germany,medical technology,healthcare
1730,jacob burda,1.2,,germany,publishing,media & entertainment
1730,morris chang,1.2,88,taiwan,semiconductors,technology
1730,chang pyung-soon,1.2,69,south korea,educational services,service
1730,cheng wei,1.2,37,china,ride-hailing service,service
1730,cheng xianfeng,1.2,51,china,pharmaceuticals,healthcare
1730,yvon chouinard,1.2,81,united states,patagonia,fashion & retail
1730,pollyanna chu,1.2,62,hong kong,financial services,finance & investments
1730,sandor csanyi,1.2,67,hungary,finance,real estate
1730,diao zhizhong,1.2,56,china,software,technology
1730,jamie dimon,1.2,64,united states,banking,finance & investments
1730,k. dinesh,1.2,65,india,software services,technology
1730,dou zhenggang,1.2,66,china,energy,chemicals
1730,egon durban,1.2,46,germany,private equity,finance & investments
1730,alexander dzhaparidze,1.2,64,russia,oil services,energy
1730,bulent eczacibasi,1.2,70,turkey,pharmaceuticals,diversified
1730,joseph edelman,1.2,64,united states,hedge funds,finance & investments
1730,bob ell,1.2,75,australia,real estate,real estate
1730,henry engelhardt,1.2,62,united states,insurance,finance & investments
1730,john farber,1.2,94,united states,chemicals,manufacturing
1730,gleb fetisov,1.2,53,russia,investments,telecom
1730,j. christopher flowers,1.2,62,united states,investments,finance & investments
1730,miguel fluxa rossello,1.2,81,spain,hotels,service
1730,elisabeth furtwaengler,1.2,28,germany,publishing,media & entertainment
1730,gao yi & family,1.2,51,china,pharmaceuticals,healthcare
1730,dan gertler,1.2,46,israel,mining,metals & mining
1730,lawrence golub,1.2,60,united states,private equity,finance & investments
1730,jitse groen,1.2,41,netherlands,food delivery service,food & beverage
1730,kenneth hao,1.2,51,united states,private equity,finance & investments
1730,he xiaopeng,1.2,42,china,electric vehicles,automotive
1730,timothy headington,1.2,69,united states,oil & gas,investments
1730,christoph henkel,1.2,62,germany,consumer goods,fashion & retail
1730,hu rongda & family,1.2,61,china,chemicals,manufacturing
1730,hua xuande & family,1.2,76,china,pharmaceuticals,healthcare
1730,huang hongyun & family,1.2,53,china,real estate,real estate
1730,huang wen tsai,1.2,66,china,real estate,real estate
1730,jim justice ii.,1.2,68,united states,coal,
1730,t.s. kalyanaraman,1.2,72,india,jewelry,fashion & retail
1730,kim sang-yeol,1.2,59,south korea,construction,construction & engineering
1730,andrei kosogov,1.2,59,russia,oil,banking
1730,hemendra kothari,1.2,73,india,financial services,finance & investments
1730,raymond kwok,1.2,66,hong kong,real estate,real estate
1730,joe lacob,1.2,64,united states,golden state warriors,sports
1730,lee boo-jin,1.2,49,south korea,samsung,service
1730,nicola leibinger-kammueller,1.2,60,germany,manufacturing,manufacturing
1730,wolfgang leitner,1.2,67,austria,engineering,construction & engineering
1730,solomon lew,1.2,75,australia,retail,fashion & retail
1730,li jiaquan,1.2,56,china,chemicals,manufacturing
1730,li rucheng,1.2,68,china,apparel,fashion & retail
1730,li xiaohua & family,1.2,58,china,packaging,manufacturing
1730,liu ming chung,1.2,57,brazil,paper,manufacturing
1730,liu xiaodong,1.2,52,china,flavorings,manufacturing
1730,liu xuejing & family,1.2,69,china,copper,poultry
1730,lu hongyan,1.2,42,china,online games,media & entertainment
1730,daniel lubetzky,1.2,51,united states,snack bars,food & beverage
1730,anand mahindra,1.2,64,india,automobiles,automotive
1730,george marcus,1.2,78,united states,real estate,real estate
1730,daniel mate,1.2,56,spain,mining,commodities
1730,greg mondre,1.2,45,united states,private equity,finance & investments
1730,jerry moyes,1.2,76,united states,transportation,logistics
1730,mu rongjun,1.2,40,china,e-commerce,technology
1730,kentaro ogawa & family,1.2,71,japan,restaurants,food & beverage
1730,alberto palatchi,1.2,70,spain,wedding dresses,fashion & retail
1730,sushilkumar parekh,1.2,87,india,adhesives,manufacturing
1730,florentino perez,1.2,73,spain,construction,construction & engineering
1730,mark pincus,1.2,54,united states,online games,technology
1730,andreas pohl,1.2,55,germany,mutual funds,finance & investments
1730,reinfried pohl jr,1.2,60,germany,mutual funds,
1730,murdaya poo,1.2,79,indonesia,diversified,diversified
1730,forrest preston,1.2,87,united states,health care,healthcare
1730,tom preston-werner,1.2,40,united states,collaborative software,technology
1730,theodore rachmat,1.2,76,indonesia,diversified,diversified
1730,andrei rappoport,1.2,56,russia,investments,finance & investments
1730,ren zhengfei,1.2,76,china,telecom equipment,telecom
1730,boris rotenberg,1.2,63,russia,construction,pipes
1730,thomas sandell,1.2,59,sweden,hedge funds,finance & investments
1730,anatoly sedykh,1.2,55,russia,steel pipes,metals & mining
1730,bhadresh shah,1.2,68,india,engineering,manufacturing
1730,ron sim,1.2,61,singapore,retail,fashion & retail
1730,basudeo singh,1.2,79,india,pharmaceuticals,healthcare
1730,salil singhal,1.2,72,india,agrochemicals,manufacturing
1730,jared smith,1.2,45,united states,cloud computing,technology
1730,zakhar smushkin,1.2,58,russia,pulp and paper,diversified
1730,djoko susanto,1.2,70,indonesia,supermarkets,fashion & retail
1730,sukanto tanoto,1.2,70,indonesia,diversified,diversified
1730,jim thompson,1.2,80,united states,logistics,logistics
1730,ion tiriac,1.2,80,romania,banking,insurance
1730,wilma tisch,1.2,92,united states,diversified,finance & investments
1730,thomas tull,1.2,49,united states,movies,investments
1730,john van lieshout,1.2,74,australia,real estate,real estate
1730,radha vembu,1.2,47,india,technology,technology
1730,rufino vigil gonzalez,1.2,71,mexico,steel,metals & mining
1730,arkady volozh,1.2,56,russia,search engine,media & entertainment
1730,lang walker,1.2,74,australia,real estate,real estate
1730,wei shaojun,1.2,57,china,real estate,real estate
1730,farris wilks,1.2,68,united states,natural gas,energy
1730,thomas wu,1.2,70,taiwan,finance,finance & investments
1730,xiang guangda,1.2,62,china,metals,metals & mining
1730,xu yingzhuo,1.2,52,china,agribusiness,food & beverage
1730,yang keng,1.2,59,china,real estate,real estate
1730,yao kuizhang,1.2,55,china,beverages,food & beverage
1730,gang ye,1.2,39,singapore,gaming,media & entertainment
1730,yi dasheng,1.2,59,china,conglomerate,diversified
1730,yu rong,1.2,48,china,health clinics,healthcare
1730,zeng xiaoshan & family,1.2,75,china,aluminum,metals & mining
1730,zhang guiping & family,1.2,68,china,real estate,real estate
1730,zhong sheng jian,1.2,62,singapore,real estate,real estate
1730,zhou ping & family,1.2,57,china,utilities,service
1730,boris zingarevich,1.2,60,russia,pulp and paper,diversified
1851,alexandra andresen,1.1,23,norway,investments,diversified
1851,katharina andresen,1.1,24,norway,investments,diversified
1851,acharya balkrishna,1.1,47,india,consumer goods,food & beverage
1851,binny bansal,1.1,37,india,flipkart,technology
1851,samuel barata,1.1,82,brazil,drugstores,fashion & retail
1851,sabrina benetton,1.1,46,italy,fashion retail,investments
1851,aldo bensadoun,1.1,81,canada,shoes,fashion & retail
1851,zadik bino & family,1.1,76,israel,banking,oil
1851,markus blocher,1.1,49,switzerland,chemicals,manufacturing
1851,brett blundy,1.1,60,australia,retail,agribusiness
1851,dmitry bosov,1.1,52,russia,coal mining,metals & mining
1851,oleg boyko,1.1,55,russia,diversified,diversified
1851,cai hongbin,1.1,,china,pharmaceuticals,healthcare
1851,cao jisheng,1.1,59,china,poultry,food & beverage
1851,chang yun chung,1.1,101,singapore,shipping,logistics
1851,jeffrey cheah,1.1,75,malaysia,property,real estate
1851,chen qixing,1.1,60,china,electronics components,technology
1851,chen rui,1.1,42,china,online entertainment,media & entertainment
1851,chua thian poh,1.1,71,singapore,real estate,real estate
1851,alberto cortina,1.1,74,spain,investments,finance & investments
1851,cui genliang,1.1,61,china,electric components,manufacturing
1851,dai wenjun,1.1,51,china,food,food & beverage
1851,henry davis,1.1,69,united states,beef processing,food & beverage
1851,pedro de godoy bueno,1.1,29,brazil,health insurance,healthcare
1851,camilla de godoy bueno grossi,1.1,41,brazil,medical labs,healthcare
1851,benjamin de rothschild,1.1,56,switzerland,banking,finance & investments
1851,diego della valle,1.1,66,italy,shoes,fashion & retail
1851,sefik yilmaz dizdar,1.1,82,turkey,fashion retail,fashion & retail
1851,domenico dolce,1.1,61,italy,luxury goods,fashion & retail
1851,marek dospiva,1.1,50,czechia,investments,finance & investments
1851,du shuanghua,1.1,55,china,steel,manufacturing
1851,faruk eczacibasi,1.1,65,turkey,pharmaceuticals,diversified
1851,sandeep engineer,1.1,58,india,plastic pipes,manufacturing
1851,benedicte find,1.1,,denmark,medical devices,healthcare
1851,paul fireman,1.1,76,united states,reebok,fashion & retail
1851,donald foss,1.1,75,united states,auto loans,automotive
1851,donald friese,1.1,79,united states,manufacturing,manufacturing
1851,soichiro fukutake,1.1,74,japan,education,service
1851,stefano gabbana,1.1,57,italy,luxury goods,fashion & retail
1851,franco bittar garcia,1.1,36,brazil,retailing,fashion & retail
1851,gaston glock & family,1.1,91,austria,guns,manufacturing
1851,david golub,1.1,57,united states,private equity,finance & investments
1851,patrick hanrahan,1.1,64,united states,software,technology
1851,fahed hariri,1.1,39,lebanon,construction,investments
1851,alfredo harp helu & family,1.1,76,mexico,banking,finance & investments
1851,lutz mario helmig,1.1,73,germany,hospitals,healthcare
1851,hou juncheng,1.1,55,china,cosmetics,healthcare
1851,hu chengzhong,1.1,59,china,manufacturing,manufacturing
1851,huang guanlin,1.1,55,china,textiles,apparel
1851,mohammed ibrahim,1.1,73,united kingdom,communications,telecom
1851,thomas james,1.1,77,united states,finance,finance & investments
1851,jiang yintai & family,1.1,69,china,auto parts,automotive
1851,richard kayne,1.1,74,united states,investments,finance & investments
1851,kim jung-woong,1.1,45,south korea,cosmetics,fashion & retail
1851,koh wee meng,1.1,56,singapore,real estate,hotels
1851,koo kwang-mo,1.1,42,south korea,lg,diversified
1851,yuriy kosiuk,1.1,51,ukraine,agribusiness,food & beverage
1851,eiichi kuriwada,1.1,73,japan,package delivery,logistics
1851,guy laliberté,1.1,60,canada,cirque du soleil,media & entertainment
1851,lee hae-jin,1.1,52,south korea,internet,technology
1851,lee seo-hyun,1.1,46,south korea,samsung,diversified
1851,mark leonard & family,1.1,63,canada,software,technology
1851,nancy lerner,1.1,59,united states,banking,credit cards
1851,norma lerner,1.1,84,united states,banking,finance & investments
1851,randolph lerner,1.1,58,united states,banking,credit cards
1851,vladimir leschikov,1.1,63,russia,real estate,real estate
1851,bernard lewis & family,1.1,94,united kingdom,fashion retailer,fashion & retail
1851,liang guangwei,1.1,56,china,conglomerate,manufacturing
1851,liang yanfeng & family,1.1,55,china,real estate,real estate
1851,liang zhaoxian,1.1,55,china,appliances,manufacturing
1851,liu gexin,1.1,68,china,pharmaceuticals,healthcare
1851,lou zhongfu & family,1.1,66,china,real estate,real estate
1851,brandt louie,1.1,76,canada,drugstores,food & beverage
1851,low tuck kwong,1.1,71,indonesia,coal,energy
1851,frederic luddy,1.1,65,united states,software,technology
1851,lun ruixiang & family,1.1,52,china,real estate,real estate
1851,ma xiuhui,1.1,49,china,led lighting,manufacturing
1851,gary magness,1.1,66,united states,cable tv,investments
1851,mao zhongwu,1.1,57,china,manufacturing,manufacturing
1851,strive masiyiwa,1.1,59,zimbabwe,telecom,telecom
1851,trevor milton,1.1,38,united states,electric vehicles,automotive
1851,aristotelis mistakidis,1.1,58,greece,mining,commodities
1851,mofatraj munot,1.1,75,india,real estate,real estate
1851,niti osathanugrah,1.1,46,thailand,energy drinks,investments
1851,peng hao,1.1,52,china,electronics,manufacturing
1851,roger penske,1.1,83,united states,cars,automotive
1851,karl-johan persson,1.1,45,sweden,h&m,fashion & retail
1851,tom persson,1.1,35,sweden,h&m,fashion & retail
1851,tor peterson,1.1,55,united states,commodities,metals & mining
1851,kevin plank,1.1,47,united states,under armour,fashion & retail
1851,arvind poddar,1.1,62,india,tires,automotive
1851,michael price,1.1,67,united states,investments,finance & investments
1851,qi jinxing,1.1,58,china,real estate,real estate
1851,qian dongqi & family,1.1,62,china,household appliances,manufacturing
1851,megdet rahimkulov,1.1,74,russia,investments,finance & investments
1851,helena revoredo,1.1,73,spain,security services,service
1851,francisco jose riberas mera,1.1,55,spain,steel,autoparts
1851,juan maria riberas mera,1.1,51,spain,steel,metals & mining
1851,stephen rubin,1.1,83,united kingdom,sports apparel,fashion & retail
1851,deniz sahenk,1.1,74,turkey,diversified,diversified
1851,nobutada saji,1.1,74,japan,beverages,food & beverage
1851,fayez sarofim,1.1,91,united states,money management,finance & investments
1851,airat shaimiev,1.1,58,russia,refinery,chemicals
1851,radik shaimiev,1.1,55,russia,refinery,chemicals
1851,eric ya shen,1.1,49,china,online apparel retail,technology
1851,shen xiqiang & family,1.1,72,china,chemical,energy
1851,s.d. shibulal,1.1,65,india,software services,technology
1851,leonid simanovsky,1.1,70,russia,investments,finance & investments
1851,charlotte soderstrom,1.1,43,sweden,h&m,fashion & retail
1851,michael steinhardt,1.1,79,united states,hedge funds,finance & investments
1851,nik storonsky,1.1,35,united kingdom,fintech,technology
1851,winarko sulistyo,1.1,74,indonesia,paper and pulp,manufacturing
1851,sun mengquan & family,1.1,70,china,edible oil,food & beverage
1851,sun xishuang,1.1,66,china,real estate,real estate
1851,tang jinkui & family,1.1,64,china,textiles,petrochemicals
1851,joop van den ende,1.1,78,netherlands,tv shows,media & entertainment
1851,wim van der leegte,1.1,72,netherlands,manufacturing,manufacturing
1851,murat vargi,1.1,72,turkey,telecom,telecom
1851,martin viessmann,1.1,66,germany,heating and cooling equipment,manufacturing
1851,shigefumi wada,1.1,67,japan,software,technology
1851,todd wanek,1.1,56,united states,furniture,manufacturing
1851,wang chou-hsiong,1.1,79,taiwan,footwear,manufacturing
1851,myron wentz,1.1,80,st. kitts and nevis,health products,fashion & retail
1851,richard white,1.1,65,australia,software,technology
1851,dan wilks,1.1,63,united states,natural gas,energy
1851,allan wong,1.1,70,hong kong,electronics,manufacturing
1851,wu lanlan & family,1.1,46,china,packaging,manufacturing
1851,wu xu,1.1,56,st. kitts and nevis,real estate,real estate
1851,xiang wenbo,1.1,57,china,manufacturing,manufacturing
1851,xie liangzhi & family,1.1,54,china,biotech,healthcare
1851,xu zhihan,1.1,47,china,electronics,technology
1851,george yancopoulos,1.1,60,united states,pharmaceuticals,healthcare
1851,yi rubo,1.1,43,china,real estate,real estate
1851,yuan jiandong & family,1.1,50,china,pharmaceuticals,healthcare
1851,richard yuengling jr,1.1,77,united states,beer,
1851,alan zekelman,1.1,57,canada,steel,manufacturing
1851,zheng jianjiang & family,1.1,59,china,electrical equipment,manufacturing
1851,zheng yuewen & family,1.1,58,china,investments,diversified
1851,zhou zongwen & family,1.1,63,china,jewelry,fashion & retail
1990,aziz akhannouch & family,1,59,morocco,petroleum,diversified
1990,alberto alcocer,1,77,spain,investments,finance & investments
1990,isak andic & family,1,66,spain,fashion retail,fashion & retail
1990,patricia angelini rossi,1,66,chile,forestry,mining
1990,edmund ansin,1,84,united states,television,media & entertainment
1990,brian armstrong,1,37,united states,cryptocurrency,finance & investments
1990,tatyana bakalchuk,1,44,russia,ecommerce,fashion & retail
1990,achal bakeri,1,60,india,air coolers,manufacturing
1990,anne beaufour,1,56,france,pharmaceuticals,healthcare
1990,henri beaufour,1,54,france,pharmaceuticals,healthcare
1990,linden blue,1,83,united states,defense,manufacturing
1990,anna maria braun,1,41,germany,medical technology,healthcare
1990,johanna braun,1,40,germany,medical technology,healthcare
1990,karl friedrich braun,1,37,germany,medical technology,healthcare
1990,ludwig theodor braun,1,30,germany,medical technology,healthcare
